Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,cost
Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,683.952,3,0.2,641.205
Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,45.696,3,0.2,40.5552
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3,0.2,43.6032
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,666.248,1,0.2,816.1538
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,32.82
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,190.72,1,0.2,178.8
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,47.94,3,0,45.543
Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,979.95,5,0,705.564
Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,22.75,5,0,11.375
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,16.768,2,0.2,15.3008
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,42.616,7,0.8,110.8016
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.752,4,0.2,7.392
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,152.94,3,0,111.6462
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,283.92,4,0,212.94
First Class,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,468.9,6,0,262.584
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,380.864,8,0.2,342.7776
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,646.776,9,0.2,792.3006
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,58.112,2,0.2,50.848
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Phones,100.792,1,0.2,94.4925
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,66.112,4,0.6,150.4048
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,41.28,6,0.2,27.348
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,13.36,2,0,6.9472
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,250.272,9,0.2,234.63
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.364,3,0.8,28.41
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,8.72,5,0.2,10.464
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,1121.568,2,0.2,1121.568
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,34.504,1,0.2,28.4658
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,10.824,3,0.2,8.2533
Second Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,1295.78,2,0,984.7928
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,19.456,4,0.2,16.0512
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,20.7,2,0,10.764
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,1335.68,4,0.2,1552.728
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,32.4,5,0,16.848
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,42.6,3,0,25.986
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,84.056,7,0.2,56.7378
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,13,5,0.2,11.7
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,13.128,3,0.2,9.3537
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,3.96,2,0,3.96
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,2.61,1,0,1.4094
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,374.376,3,0.2,327.579
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,91.84,8,0,46.8384
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,81.088,7,0.2,53.7208
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0,10.1088
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,451.152,3,0.2,451.152
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,72.45,7,0,37.674
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,13.96,4,0,7.5384
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.264,7,0.2,22.0374
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,14.85,3,0,10.8405
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,8.82,3,0,6.4386
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,160.72,14,0,81.9672
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,19.92,4,0,10.1592
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,7.3,2,0,5.11
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,69.712,2,0.2,60.998
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,8.792,1,0.6,14.5068
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,51.52,4,0,49.9744
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,470.376,3,0.2,417.4587
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,105.584,2,0.2,96.3454
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,31.152,3,0.2,27.6474
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,6.783,7,0.7,11.5311
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,406.368,4,0.2,375.8904
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,70.98,1,0,66.0114
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,294.93,3,0,150.4143
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,84.784,2,0.2,104.9202
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,20.736,4,0.2,13.4784
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,16.821,3,0.7,29.7171
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,10.368,2,0.2,6.7392
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344,2,0.2,8.176
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,31.2,3,0.2,21.45
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,76.12,2,0,54.0452
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,1199.976,3,0.2,764.9847
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,445.96,5,0.2,390.215
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,327.76,8,0,235.9872
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632,2,0.2,10.6142
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,143.982,3,0.4,172.7784
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,494.376,4,0.4,609.7304
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2,0.2,5.11
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,142.776,1,0.2,124.929
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,45.696,3,0.2,40.5552
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,7.218,3,0.7,12.7518
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,43.188,4,0.7,74.8592
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,131.904,3,0.2,84.0888
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282,2,0.7,5.9076
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168,9,0.2,18.7866
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.188,2,0.4,65.3058
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,369.576,3,0.2,327.9987
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,15.712,4,0.2,10.0164
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,5.808
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,728.946,9,0.4,886.8843
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,119.94,10,0.4,103.948
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648,2,0.7,6.4448
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,40.48,2,0,24.6928
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,9.94,2,0,6.8586
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,9,0.2,73.854
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,37.91,1,0,26.9161
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,88.02,3,0,60.7338
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.69,5,0.8,23.463
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,301.96,2,0,214.3916
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,555.21,5,0.1,376.309
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Storage,523.48,4,0,392.61
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Art,161.82,9,0,114.8922
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,35.56,7,0,23.4696
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,97.16,2,0,68.9836
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,15.24,5,0.2,10.0965
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,13.23,3,0,7.1442
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,243.384,3,0.2,295.1031
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,119.8,5,0.2,89.85
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,300.768,4,0.2,270.6912
Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,17.88,3,0.2,15.4215
Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Labels,235.944,3,0.2,150.4143
Second Class,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,392.94,3,0,349.7166
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,18.882,3,0.7,32.7288
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,122.328,3,0.2,110.0952
Standard Class,Home Office,United States,Vallejo,California,94591,West,Furniture,Furnishings,1049.2,5,0,776.408
Standard Class,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,15.424,4,0.2,10.4112
Standard Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84,3,0,12.8112
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Storage,330.4,2,0,244.496
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25,7,0,13.65
Standard Class,Consumer,United States,Rochester Hills,Michigan,48307,Central,Technology,Accessories,132.52,4,0,78.1868
Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48,1,0,3.3048
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,209.3,2,0,152.789
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56,5,0.2,21.6975
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,30.144,2,0.2,27.1296
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,14.8,4,0,8.732
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Phones,302.376,3,0.2,279.6978
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,316,4,0,284.4
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0,201.082
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,97.82,2,0,51.8446
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12,8,0,92.808
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,113.552,2,0.2,105.0356
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,5.9724
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,134.288,2,0.2,88.9658
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,701.372,2,0.3,751.47
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.308,2,0.8,5.77
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432,7,0.2,874.503
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,724.08,14,0.2,859.845
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,918.785,5,0.3,1036.9145
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,2.724,3,0.8,6.9462
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,459.95,5,0,441.552
Same Day,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74,3,0,5.4774
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76,3,0.2,21.681
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,85.056,3,0.2,56.3496
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,381.576,3,0.2,352.9578
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5,0.2,21.6315
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,23.976,3,0.6,38.3616
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,108.925,1,0.5,180.8155
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,36.352,8,0.2,24.992
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,17.8485
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.44,3,0,44.8512
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5,0,21.395
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,99.39,3,0,58.6401
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688,3,0.8,10.08
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,27.816,3,0.2,23.2959
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Furniture,Furnishings,82.524,3,0.6,123.786
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,182.994,3,0.8,503.2335
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,9.6876
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0,62.3616
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0,50.078
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,7999.98,4,0.5,11839.9704
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Appliances,167.44,2,0.2,152.789
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,479.97,3,0,316.7802
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2,0,7.7486
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3,0,10.1088
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,191.984,2,0.2,187.1844
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01,1,0,89.4486
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,284.82,1,0,210.7668
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3,0,26.5248
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,166.24,1,0,141.304
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5,0,17.368
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.272,8,0.2,180.9232
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36,4,0.2,29.6
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Envelopes,200.984,7,0.2,138.1765
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,97.696,4,0.2,65.9448
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696,1,0.2,1.8872
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,18.588,2,0.7,32.2192
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896,3,0.7,8.3232
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,15.072,3,0.2,10.9272
Second Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,209.88,3,0,174.2004
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,369.912,3,0.2,383.7837
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Paper,10.368,2,0.2,6.7392
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,166.84,5,0.2,148.0705
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Accessories,15.216,1,0.2,12.9336
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96,4,0,67.1776
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,883.92,5,0.2,994.41
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,46.72,8,0.2,30.952
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,55.48,1,0,28.8496
Standard Class,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,24.448,4,0.2,15.5856
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34,6,0,171.6174
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,307.98,2,0,218.6658
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,299.97,3,0,185.9814
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.92,5,0.2,12.948
First Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,9.94,2,0,6.8586
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,103.056,3,0.2,78.5802
Standard Class,Home Office,United States,Orem,Utah,84057,West,Office Supplies,Binders,59.808,3,0.2,40.3704
Standard Class,Home Office,United States,Orem,Utah,84057,West,Furniture,Furnishings,73.32,6,0,51.324
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,146.82,3,0,73.41
Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Tables,1652.94,3,0,1421.5284
Standard Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Storage,296.37,3,0,216.3501
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,129.92,5,0.2,108.808
Standard Class,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,45.584,7,0.2,40.4558
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.568,2,0.2,11.1996
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,55.992,1,0.2,50.3928
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8,0,98.6688
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,400.032,2,0.4,553.3776
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3,0,23.541
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,542.646,3,0.1,440.1462
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2,0,3.276
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,242.94,3,0,233.2224
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,179.97,3,0,93.5844
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,99.696,6,0.2,66.0486
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.936,4,0.2,18.5076
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Bookcases,84.98,1,0,66.2844
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,18.72,5,0.2,12.168
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,49.98,2,0,41.4834
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Labels,11.784,3,0.2,7.5123
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Storage,272.736,3,0.2,337.5108
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,3.54,2,0.8,9.027
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,51.52,5,0.2,62.468
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,3.528,1,0.2,2.3814
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,4.624,1,0.2,2.9478
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,55.168,4,0.2,48.9616
Same Day,Corporate,United States,San Diego,California,92105,West,Furniture,Tables,567.12,10,0.2,595.476
Same Day,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,359.32,4,0,352.1336
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,11.992,1,0.2,11.0926
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,58.05,3,0,31.347
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,157.74,11,0,100.9536
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Art,56.98,7,0,34.188
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,2.88,1,0,1.4688
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Copiers,1199.976,3,0.2,824.9835
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,79.92,4,0,51.1488
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,383.438,4,0.45,550.7564
Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Office Supplies,Storage,24.56,2,0,17.6832
Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Technology,Accessories,119.8,4,0,71.88
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.128,3,0.2,8.8614
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,22.72,4,0,12.496
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,58.32,9,0,30.3264
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,12.39,3,0,6.6906
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,107.982,3,0.4,134.9775
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,11.36,2,0,6.0208
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,50.94,3,0,25.47
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Technology,Accessories,646.74,6,0,388.044
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Binders,5.64,3,0,2.9328
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Storage,572.58,6,0,538.2252
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,310.88,2,0.2,287.564
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Chairs,641.96,2,0,462.2112
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,18.28,2,0,9.14
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Technology,Phones,207,3,0,155.25
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,32.35,5,0,16.175
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,7.71,1,0,4.2405
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Art,40.3,2,0,29.419
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Furniture,Furnishings,34.58,7,0,20.0564
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,32.76,7,0.2,29.0745
First Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,544.008,3,0.2,503.2074
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,59.94,3,0,31.7682
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,23.92,4,0,12.1992
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.28,1,0,2.354
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,32.07,5,0.7,54.519
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,24,2,0.2,26.7
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,35.49,1,0.5,51.1056
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,47.984,2,0.2,47.3842
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,186.69,3,0,98.9457
Second Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,17.456,2,0.2,11.5646
Standard Class,Consumer,United States,Lancaster,California,93534,West,Furniture,Chairs,348.928,2,0.2,314.0352
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,143.96,4,0,74.8592
